,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length,year,dry_days_hxmax40_mean,freeze_thaw_mean,ice_days_mean,max_temp_mean_mean,minimum_temp_mean_mean,tg_mean_6_mean,total_precipitation_mean,wet_days_plus20mm_mean
72,CARLISLE MEMORIAL HALL,273 CARLISLE ROAD,4513.0,1925-01-02,2022,"273 carlisle road, Hamilton, Ontario",43.39399338,-79.9815115,"273 Carlisle Rd, Carlisle, Ontario, L0R 1H2","273 Carlisle Rd, Carlisle, Ontario, L0R 1H2",POINT (-79.981511495999 43.393993383923),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,1925.0,0.52,69.05333333333333,56.806666666666665,12.708800000000002,2.9782666666666673,7.840800000000001,841.8538666666667,6.766666666666667
73,Carlisle Memorial Park - Storage For Grass Cutting Equipment,1487 Centre Rd.,632.0,1976-01-02,2019,"1487 centre rd., Hamilton, Ontario",43.39471301,-79.98184258,"1487 Centre Rd, Carlisle, Ontario, L0R 1H2","1487 Centre Rd, Carlisle, Ontario, L0R 1H2",POINT (-79.981842581174 43.39471301222),14.0,15.0,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672.0,55128.93937,1976.0,0.7551020408163265,67.31632653061224,54.08163265306123,13.020408163265309,3.3067346938775515,8.159795918367347,848.4212244897959,6.908163265306122
74,Carter Park - Washrooms / Storage,32 Stinson St.,333.0,1995-01-02,2017,"32 stinson st., Hamilton, Ontario",43.2491339,-79.8596051,"32 Stinson St, Hamilton, Ontario, L8N 2S4","32 Stinson St, Hamilton, Ontario, L8N 2S4",POINT (-79.859605096215 43.249133896664),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,1995.0,2.2333333333333334,60.0,44.916666666666664,13.813,4.626,9.217666666666666,847.0053333333332,7.183333333333334
75,Cathedral Park - (Hamilton Water)Field House / Washrooms / Storage,707 King St. W.,1475.0,2002-01-02,2013,"707 king st. w., Hamilton, Ontario",43.26260651,-79.88942116,"707 King St W, Hamilton, Ontario, L8P 4W3","707 King St W, Hamilton, Ontario, L8P 4W3",POINT (-79.889421158316 43.262606508508),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,2002.0,2.5217391304347827,57.391304347826086,37.30434782608695,14.376521739130439,5.26,9.817826086956524,825.7560869565217,7.108695652173913
76,Centennial Heights Park - 2nd. Flr Concession Booth / Lower Level Washrooms / Utility Room,12 Karendale Cres.,528.0,1981-01-02,2017,"12 karendale cres., Hamilton, Ontario",43.39967489,-80.04313961,"12 Karendale Cres, Freelton, Ontario, L8B 0Z6","12 Karendale Cres, Freelton, Ontario, L8B 0Z6",POINT (-80.043139606734 43.399674889352),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1981.0,0.8409090909090909,67.9659090909091,54.68181818181818,13.036363636363633,3.2204545454545452,8.123636363636365,855.7181818181816,6.920454545454546
77,Centennial Heights Park - Pavilion,12 Karendale Cres.,1313.0,1968-01-02,2017,"12 karendale cres., Hamilton, Ontario",43.39967489,-80.04313961,"12 Karendale Cres, Freelton, Ontario, L8B 0Z6","12 Karendale Cres, Freelton, Ontario, L8B 0Z6",POINT (-80.043139606734 43.399674889352),12.0,13.0,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325,1968.0,0.6491228070175439,68.78070175438596,56.59649122807018,12.822105263157892,2.9956140350877196,7.9070175438596495,850.3852631578948,6.771929824561403
78,CENTRAL MEMORIAL RECREATION CENTRE (P),93 WEST AVENUE SOUTH,22559.0,1900-01-01,2018,"93 west avenue south, Hamilton, Ontario",43.24975801,-79.8592088,"93 West Ave S, Hamilton, Ontario, L8N 1S1","93 West Ave S, Hamilton, Ontario, L8N 1S1",POINT (-79.859208799833 43.249758013175),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,1900.0,1.12,63.42,51.24,13.060933333333335,3.847066666666666,8.4524,834.0085333333333,6.82
79,Central Park - Pavilion,168 Bay St. N.,695.0,2002-01-02,2017,"168 bay st. n., Hamilton, Ontario",43.26322624,-79.87148148,"168 Bay St N, Hamilton, Ontario, L8R","168 Bay St N, Hamilton, Ontario, L8R",POINT (-79.871481482673 43.263226236712),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,2002.0,2.5217391304347827,57.391304347826086,37.30434782608695,14.376521739130439,5.26,9.817826086956524,825.7560869565217,7.108695652173913
80,CENTRAL PUBLIC LIBRARY,55 YORK BOULEVARD,185978.0,1984-01-02,2022,"55 york boulevard, Hamilton, Ontario",43.25891361,-79.87029621,"55 York Blvd, Hamilton, Ontario, L8R 3K1","55 York Blvd, Hamilton, Ontario, L8R 3K1",POINT (-79.870296213715 43.258913607923),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,1984.0,1.8048780487804879,59.390243902439025,41.81707317073171,13.940243902439024,4.7890243902439025,9.36219512195122,817.6141463414634,6.926829268292683
81,CENTRAL SERVICES WORKSHOPS (BARTON YARD),125 BARTON STREET WEST,60631.0,1914-01-02,2019,"125 barton street west, Hamilton, Ontario",43.2652191,-79.87182549,"125 Barton St W, Hamilton, Ontario, L8L 1A9","125 Barton St W, Hamilton, Ontario, L8L 1A9",POINT (-79.87182549195 43.265219104134),1.0,2.0,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396,1914.0,1.1466666666666667,61.553333333333335,45.56666666666667,13.476666666666667,4.297066666666666,8.8848,806.5114666666668,6.673333333333333
82,CHEDOKE GOLF - CLUBHOUSE,565 ABERDEEN AVENUE,12420.0,1972-01-02,2022,"565 aberdeen avenue, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1972.0,1.4528301886792452,60.367924528301884,43.556603773584904,13.730377358490564,4.560188679245283,9.143584905660378,812.5290566037736,6.820754716981132
83,Chedoke Golf - Golf Shelter - 113753,565 Aberdeen Ave. E. - Golf Course,198.0,1964-01-02,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
84,Chedoke Golf - Pro Shop,565 Aberdeen Ave. E. - Golf Course,2974.0,1956-01-02,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1956.0,1.2463768115942029,61.18840579710145,45.094202898550726,13.530144927536229,4.350724637681159,8.938695652173914,807.2579710144928,6.717391304347826
85,Chedoke Golf - Storage - 110526,565 Aberdeen Ave. E. - Golf Course,1217.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
86,Chedoke Golf - Storage - 111373,565 Aberdeen Ave. E. - Golf Course,130.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
87,Chedoke Golf - Storage - 111427,565 Aberdeen Ave. E. - Golf Course,771.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
88,Chedoke Golf - Storage - 121640,565 Aberdeen Ave. E. - Golf Course,195.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
89,Chedoke Golf - Storage - 124650,565 Aberdeen Ave. E. - Golf Course,435.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
90,Chedoke Golf - Washrooms - 114305,565 Aberdeen Ave. E. - Golf Course,548.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
91,Chedoke Golf - Washrooms - 126793,565 Aberdeen Ave. E. - Golf Course,724.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
92,Chedoke Golf - Washrooms / Storage - 125141,565 Aberdeen Ave. E. - Golf Course,396.0,1964-08-30,2017,"565 aberdeen ave. e. - golf course, Hamilton, Ontario",43.25228742,-79.89867583,"565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1","565 Aberdeen Ave, Hamilton, Ontario, L8P 2T1",POINT (-79.898675829125 43.252287420096),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1964.0,1.3114754098360655,60.84426229508197,44.67213114754098,13.59622950819672,4.418360655737705,9.007377049180329,808.9313114754099,6.770491803278689
93,CHEDOKE OUTDOOR POOL,90 WEST 25TH STREET,7834.0,1962-01-02,2018,"90 west 25th street, Hamilton, Ontario",43.23885659,-79.90446999,"90 W 25 St, Hamilton, Ontario, L9C 4X3","90 W 25 St, Hamilton, Ontario, L9C 4X3",POINT (-79.904469987333 43.238856593724),13.0,14.0,14,Mike Spadafora,905-546-2712,mike.spadafora@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-14,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrSpadafora2022.jpg.jpeg?itok=sjt4937W,11264675.44,18395.06743,1962.0,1.2698412698412698,62.74603174603175,50.41269841269841,13.161269841269842,3.9511111111111115,8.557619047619047,835.076349206349,6.896825396825397
94,CHEDOKE TWIN PAD ARENA,91 CHEDMAC DRIVE,89421.0,1994-01-02,2021,"91 chedmac drive, Hamilton, Ontario",43.23888748,-79.92077447,"91 Chedmac Dr, Hamilton, Ontario, L9C 7R5","91 Chedmac Dr, Hamilton, Ontario, L9C 7R5",POINT (-79.92077446539 43.238887481037),13.0,14.0,14,Mike Spadafora,905-546-2712,mike.spadafora@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-14,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrSpadafora2022.jpg.jpeg?itok=sjt4937W,11264675.44,18395.06743,1994.0,2.193548387096774,62.46774193548387,46.45161290322581,13.722903225806451,4.299677419354839,9.009354838709678,851.8893548387097,7.32258064516129
95,CHEDOKE YARD - GARAGE (F),161 STUDHOLME ROAD,15216.0,1979-01-02,2018,"161 studholme road, Hamilton, Ontario",43.25120481,-79.90705203,"161 Studholme Rd, Hamilton, Ontario, L8P 2T1","161 Studholme Rd, Hamilton, Ontario, L8P 2T1",POINT (-79.907052032606 43.251204813482),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1979.0,1.6521739130434783,59.858695652173914,42.65217391304348,13.839999999999998,4.681521739130434,9.255869565217392,815.3039130434784,6.891304347826087
96,CHEDOKE YARD - MAIN BUILDING,161 STUDHOLME ROAD,9947.0,1954-01-02,2018,"161 studholme road, Hamilton, Ontario",43.25120481,-79.90705203,"161 Studholme Rd, Hamilton, Ontario, L8P 2T1","161 Studholme Rd, Hamilton, Ontario, L8P 2T1",POINT (-79.907052032606 43.251204813482),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1954.0,1.2112676056338028,61.28169014084507,45.30281690140845,13.505352112676055,4.327605633802817,8.913380281690142,807.4342253521128,6.704225352112676
97,CHEDOKE YARD - SALT STORAGE,161 STUDHOLME ROAD,2975.0,1989-01-02,2019,"161 studholme road, Hamilton, Ontario",43.25120481,-79.90705203,"161 Studholme Rd, Hamilton, Ontario, L8P 2T1","161 Studholme Rd, Hamilton, Ontario, L8P 2T1",POINT (-79.907052032606 43.251204813482),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1989.0,1.9722222222222223,58.736111111111114,40.97222222222222,14.053333333333335,4.901111111111111,9.477222222222222,817.4816666666667,6.986111111111111
98,Cherry Heights Park - Concrete Utility Hut - On Road Allowance,90 Stoney Brook Dr.,,,,"90 stoney brook dr., Hamilton, Ontario",43.21881291,-79.74160139,"90 Stoney Brook Dr, Stoney Creek, Ontario, L8G 4X7","90 Stoney Brook Dr, Stoney Creek, Ontario, L8G 4X7",POINT (-79.741601394369 43.218812906751),9.0,10.0,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076,,3.0,51.55,34.75,14.595000000000002,5.889,10.229000000000001,832.7479999999999,7.25
99,Churchill Clubhouse - Former Lawnbowling Clubhouse,167 Cline Ave N,4568.0,1963-01-02,2017,"167 cline ave n, Hamilton, Ontario",43.26389954,-79.90467265,"167 Cline Ave N, Hamilton, Ontario, L8S","167 Cline Ave N, Hamilton, Ontario, L8S",POINT (-79.90467265238 43.263899537682),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1963.0,1.2903225806451613,60.935483870967744,44.70161290322581,13.58596774193548,4.409354838709677,8.997741935483871,808.5516129032259,6.766129032258065
100,Churchill Park - Cricket Club's Storage Buildings (2),145 Cline Ave. N.,271.0,1990-01-01,2017,"145 cline ave. n., Hamilton, Ontario",43.26420041,-79.90506686,"145 Cline Ave N, Hamilton, Ontario, L8S 4A1","145 Cline Ave N, Hamilton, Ontario, L8S 4A1",POINT (-79.905066862658 43.264200409532),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1990.0,2.0285714285714285,58.785714285714285,40.642857142857146,14.074,4.927714285714287,9.500285714285715,818.5185714285714,7.014285714285714
101,Churchill Park - Garden Shed,145 Cline Ave. N.,138.0,1985-01-02,2017,"145 cline ave. n., Hamilton, Ontario",43.26420041,-79.90506686,"145 Cline Ave N, Hamilton, Ontario, L8S 4A1","145 Cline Ave N, Hamilton, Ontario, L8S 4A1",POINT (-79.905066862658 43.264200409532),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
102,Churchill Park - Small Storage Shed To East Of Main Bldg,145 Cline Ave. N.,182.0,1985-01-02,2017,"145 cline ave. n., Hamilton, Ontario",43.26420041,-79.90506686,"145 Cline Ave N, Hamilton, Ontario, L8S 4A1","145 Cline Ave N, Hamilton, Ontario, L8S 4A1",POINT (-79.905066862658 43.264200409532),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
103,Churchill Park - Sun Shelter 146886,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
104,Churchill Park - Sun Shelter 151590,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
105,Churchill Park - Sun Shelter 151631,255 Glen Rd.,109.0,1985-01-02,2017,"255 glen rd., Hamilton, Ontario",43.26461942,-79.90307423,"255 Glen Rd, Hamilton, Ontario, L8S 3X2","255 Glen Rd, Hamilton, Ontario, L8S 3X2",POINT (-79.903074232816 43.264619420871),0.0,1.0,1,Maureen Wilson,905-546-2416,ward1@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-1,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrMWilson2022.jpg.jpeg?itok=N6brvJsa,15325354.31,27766.73053,1985.0,1.825,59.325,41.575,13.970999999999998,4.8195,9.392750000000001,818.7439999999999,6.9375
