,Asset Name,Asset Name: Address,Asset Name: Size,Asset Name: Date Built,Custom: Assessment Date,formattted_address,latitude,longitude,formatted_address,location,geometry,index_right,OBJECTID,WARD,COUNCILLOR_NAME,PHONE,EMAIL,WEBSITE,PICTURE_URL,Shape__Area,Shape__Length
137,DUNDAS DRIVING PARK - LAWN BOWLING CLUBHOUSE,71 CROSS STREET,1628,1954-01-02,2017,"71 cross street, Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
138,DUNDAS DRIVING PARK - MAINTENANCE,71 CROSS STREET,5873,1993-01-02,2018,"71 cross street, Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
139,DUNDAS DRIVING PARK - PAVILION (159080),71 CROSS STREET,1097,1954-01-02,2017,"71 cross street, Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
140,Dundas Driving Park - Pavilion - 159665,71 Cross St.,2058,1954-01-02,2017,"71 cross st., Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
141,Dundas Driving Park - Pavilion - 160003,71 Cross St.,1225,1954-01-02,2017,"71 cross st., Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
142,Dundas Driving Park - Small Storage Structure,71 Cross St.,105,1954-01-02,2017,"71 cross st., Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
143,DUNDAS DRIVING PARK - STAFF BUILDING,71 CROSS STREET,2808,1962-01-01,2006,"71 cross street, Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
144,DUNDAS DRIVING PARK - TENNIS CLUBHOUSE,71 CROSS STREET,2425,1954-01-02,2017,"71 cross street, Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
145,DUNDAS DRIVING PARK WADING POOL,71 CROSS STREET,206,2012-01-02,2018,"71 cross street, Hamilton, Ontario",43.27006581,-79.95261706,"71 Cross St, Dundas, Ontario, L9H 2R5","71 Cross St, Dundas, Ontario, L9H 2R5",POINT (-79.952617064096 43.270065813917),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
146,DUNDAS LIBRARY,18 OGILVIE STREET,13181,1978-01-02,2021,"18 ogilvie street, Hamilton, Ontario",43.26538729,-79.95497196,"18 Ogilvie St, Dundas, Ontario, L9H 2S2","18 Ogilvie St, Dundas, Ontario, L9H 2S2",POINT (-79.954971959793 43.265387287021),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
147,DUNDAS LIONS MEMORIAL COMMUNITY CENTRE (SC) (H),10 MARKET STREET SOUTH,19628,1936-01-01,2022,"10 market street south, Hamilton, Ontario",43.267366,-79.96333492,"10 Market St S, Dundas, Ontario, L9H 5G4","10 Market St S, Dundas, Ontario, L9H 5G4",POINT (-79.963334919868 43.267366002904),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
148,DUNDAS LITTLE THEATRE,37 MARKET STREET SOUTH,5000,1982-01-02,2022,"37 market street south, Hamilton, Ontario",43.26572298,-79.96296343,"37 Market St S, Dundas, Ontario, L9H 3B3","37 Market St S, Dundas, Ontario, L9H 3B3",POINT (-79.962963433919 43.265722982244),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
149,DUNDAS TOWN HALL (H),60 MAIN STREET,14084,1848-01-01,2019,"60 main street, Hamilton, Ontario",43.2639026,-79.95265772,"60 Main St, Dundas, Ontario, L9H 0B7","60 Main St, Dundas, Ontario, L9H 0B7",POINT (-79.952657716327 43.263902600512),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
150,DUNDAS WATER DISTRIBUTION - MAIN BUILDING (F),135 KING STREET EAST,8315,1983-01-02,2019,"135 king street east, Hamilton, Ontario",43.26712121,-79.94385479,"135 King St E, Dundas, Ontario, L9H 1N6","135 King St E, Dundas, Ontario, L9H 1N6",POINT (-79.943854790155 43.267121209422),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
151,DUNDAS WATER DISTRIBUTION - STORES,135 KING STREET EAST,3817,2007-01-02,2018,"135 king street east, Hamilton, Ontario",43.26712121,-79.94385479,"135 King St E, Dundas, Ontario, L9H 1N6","135 King St E, Dundas, Ontario, L9H 1N6",POINT (-79.943854790155 43.267121209422),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
152,DUNDAS YARD - MAIN BUILDING (F),189 KING STREET EAST,6874,1998-01-02,2018,"189 king street east, Hamilton, Ontario",43.2550861,-79.86346689,"189 King St E, Hamilton, Ontario, L8N 1B3","189 King St E, Hamilton, Ontario, L8N 1B3",POINT (-79.863466890465 43.255086095657),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
153,DUNDAS YARD - SALT / SAND STORAGE,189 KING STREET EAST,9600,2014-06-19,2018,"189 king street east, Hamilton, Ontario",43.2550861,-79.86346689,"189 King St E, Hamilton, Ontario, L8N 1B3","189 King St E, Hamilton, Ontario, L8N 1B3",POINT (-79.863466890465 43.255086095657),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
154,DUNDAS YARD - STORAGE BUILDING A,189 KING STREET EAST,900,1985-01-02,2018,"189 king street east, Hamilton, Ontario",43.2550861,-79.86346689,"189 King St E, Hamilton, Ontario, L8N 1B3","189 King St E, Hamilton, Ontario, L8N 1B3",POINT (-79.863466890465 43.255086095657),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
155,DUNDAS YARD - STORAGE BUILDING B,189 KING STREET EAST,260,1985-01-02,2018,"189 king street east, Hamilton, Ontario",43.2550861,-79.86346689,"189 King St E, Hamilton, Ontario, L8N 1B3","189 King St E, Hamilton, Ontario, L8N 1B3",POINT (-79.863466890465 43.255086095657),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
156,DURAND PARK - ICE HUT,250 PARK STREET SOUTH,,,,"250 park street south, Hamilton, Ontario",43.2501054,-79.87574336,"250 Park St S, Hamilton, Ontario, L8P 3G3","250 Park St S, Hamilton, Ontario, L8P 3G3",POINT (-79.875743361132 43.250105401152),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
157,DURAND PARK - PAVILION,250 PARK STREET SOUTH,,,,"250 park street south, Hamilton, Ontario",43.2501054,-79.87574336,"250 Park St S, Hamilton, Ontario, L8P 3G3","250 Park St S, Hamilton, Ontario, L8P 3G3",POINT (-79.875743361132 43.250105401152),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
158,DURAND PARK - WASHROOM,250 PARK STREET SOUTH,,,,"250 park street south, Hamilton, Ontario",43.2501054,-79.87574336,"250 Park St S, Hamilton, Ontario, L8P 3G3","250 Park St S, Hamilton, Ontario, L8P 3G3",POINT (-79.875743361132 43.250105401152),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
159,Eastdale Park - Bocce / Washroom / Storage,81 Lincoln Rd.,580,2014-01-02,2019,"81 lincoln rd., Hamilton, Ontario",43.22732431,-79.73478297,"81 Lincoln Rd, Stoney Creek, Ontario, L8E 3G7","81 Lincoln Rd, Stoney Creek, Ontario, L8E 3G7",POINT (-79.734782967593 43.22732431033),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
160,EASTLAWN CEMETERY,2280 BARTON STREET EAST,1053,1968-01-01,2009,"2280 barton street east, Hamilton, Ontario",43.23642299,-79.76991429,"2280 Barton St E, Hamilton, Ontario, L8E 2W8","2280 Barton St E, Hamilton, Ontario, L8E 2W8",POINT (-79.769914289829 43.236422991956),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
161,EASTMOUNT COMMUNITY CENTRE,115 EAST 26TH STREET,2413,1964-01-02,2022,"115 east 26th street, Hamilton, Ontario",43.23568991,-79.84744119,"115 E 26 St, Hamilton, Ontario, L8V 3C5","115 E 26 St, Hamilton, Ontario, L8V 3C5",POINT (-79.847441194508 43.235689910704),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
162,EASTMOUNT PARK - CONCESSION,115 EAST 26TH STREET,687,1960-01-01,,"115 east 26th street, Hamilton, Ontario",43.23568991,-79.84744119,"115 E 26 St, Hamilton, Ontario, L8V 3C5","115 E 26 St, Hamilton, Ontario, L8V 3C5",POINT (-79.847441194508 43.235689910704),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
163,EASTWOOD ARENA,111 BURLINGTON STREET EAST,26323,1959-01-02,2015,"111 burlington street east, Hamilton, Ontario",43.27170431,-79.85563073,"111 Burlington St E, Hamilton, Ontario, L8L 4G9","111 Burlington St E, Hamilton, Ontario, L8L 4G9",POINT (-79.855630733006 43.27170430835),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
164,Eastwood Park- Concession,111 Burlington St. E.,2777,1995-01-01,2017,"111 burlington st. e., Hamilton, Ontario",43.27170431,-79.85563073,"111 Burlington St E, Hamilton, Ontario, L8L 4G9","111 Burlington St E, Hamilton, Ontario, L8L 4G9",POINT (-79.855630733006 43.27170430835),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
165,Edwards Park - Storage / Concession,55 Mercer St.,809,1968-01-02,2017,"55 mercer st., Hamilton, Ontario",43.2658933,-79.97093094,"55 Mercer St, Dundas, Ontario, L9H 2N8","55 Mercer St, Dundas, Ontario, L9H 2N8",POINT (-79.970930935801 43.265893302516),12,13,13,Alex Wilson,905-546-2714,ward13@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-13,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-12/Postcard-ClrWilson2022.jpg.jpeg?itok=Nja7UYOw,272998885.4,84450.74325
166,ELEANOR PARK - ICE HUT,80 PRESIDIO DRIVE,688,2002-01-02,2017,"80 presidio drive, Hamilton, Ontario",43.19829091,-79.855404,"80 Presidio Dr, Hamilton, Ontario, L8W 3C5","80 Presidio Dr, Hamilton, Ontario, L8W 3C5",POINT (-79.855404002525 43.198290906473),5,6,6,Tom Jackson,905-546-2707,tom.jackson@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-6,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrJackson2022.jpg.jpeg?itok=7Ri9I-wg,16090556.13,21230.93275
167,ELMAR PARK - ICE HUT,140 BRIGADE DRIVE,72,2014-01-02,2017,"140 brigade drive, Hamilton, Ontario",43.20323032,-79.87538269,"140 Brigade Dr, Hamilton, Ontario, L9B 2B9","140 Brigade Dr, Hamilton, Ontario, L9B 2B9",POINT (-79.875382687838 43.203230320105),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
168,Elmar Park - Sun Shelter,140 Brigade Dr.,373,2014-01-02,2017,"140 brigade dr., Hamilton, Ontario",43.20323032,-79.87538269,"140 Brigade Dr, Hamilton, Ontario, L9B 2B9","140 Brigade Dr, Hamilton, Ontario, L9B 2B9",POINT (-79.875382687838 43.203230320105),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
169,Escarpment Ward 1 - Utility Structure Associated With Cso Tank Above Chedoke,18 Mountside,282,1964-01-02,2011,"18 mountside, Hamilton, Ontario",43.33295912,-79.88012252,"18 Mountainside Pl, Waterdown, Ontario, L8B 1W9","18 Mountainside Pl, Waterdown, Ontario, L8B 1W9",POINT (-79.880122517344 43.332959116494),14,15,15,Ted McMeekin,905-546-2713,ted.mcmeekin@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-15,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrMcMeekin2022.jpg.jpeg?itok=5wJliyuK,125756672,55128.93937
170,FAIRFIELD PARK - PAVILION,1501 BARTON STREET EAST,400,2011-08-17,Model,"1501 barton street east, Hamilton, Ontario",43.2481279,-79.79904342,"1501 Barton St E, Hamilton, Ontario, L8H 2X2","1501 Barton St E, Hamilton, Ontario, L8H 2X2",POINT (-79.799043415021 43.248127900645),3,4,4,Tammy Hwang,905-546-2113,ward4@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-4,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrHwang2022.jpg.jpeg?itok=BYWACH40,20411250.4,30523.09194
171,Father Sean O'Sullivan Park - Bocce Storage Shed No Geomedia #,1139 Greenhill Ave.,100,2002-01-02,2017,"1139 greenhill ave., Hamilton, Ontario",43.2170149,-79.77529036,"1139 Greenhill Ave, Hamilton, Ontario, L8G 4X1","1139 Greenhill Ave, Hamilton, Ontario, L8G 4X1",POINT (-79.775290358707 43.217014904701),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
172,Father Sean O'Sullivan Park - Sunshelter,1139 Greenhill Ave.,380,1997-01-02,2017,"1139 greenhill ave., Hamilton, Ontario",43.2170149,-79.77529036,"1139 Greenhill Ave, Hamilton, Ontario, L8G 4X1","1139 Greenhill Ave, Hamilton, Ontario, L8G 4X1",POINT (-79.775290358707 43.217014904701),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
173,Father Sean O'Sullivan Park - Water Chamber Structure,1139 Greenhill Ave.,72,2014-01-02,2017,"1139 greenhill ave., Hamilton, Ontario",43.2170149,-79.77529036,"1139 Greenhill Ave, Hamilton, Ontario, L8G 4X1","1139 Greenhill Ave, Hamilton, Ontario, L8G 4X1",POINT (-79.775290358707 43.217014904701),4,5,5,Matt Francis,905-546-2716,matt.francis@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-5,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrFrancis.jpg.jpeg?itok=7VWTb7Vl,19689429.56,35522.41776
174,Ferguson Ave Shelter - Pavilion,Ferguson Ave S,4205,1999-01-02,2019,"ferguson ave s, Hamilton, Ontario",43.24855706,-79.86453196,"Ferguson Ave S, Hamilton, Ontario, L8N","Ferguson Ave S, Hamilton, Ontario, L8N",POINT (-79.864531960675 43.248557060397),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
175,Ferris Park - Bocce Club Bldg,25 Lynwood Dr.,592,2014-01-02,2019,"25 lynwood dr., Hamilton, Ontario",43.22634732,-79.72426929,"25 Lynwood Dr, Stoney Creek, Ontario, L8E 3E7","25 Lynwood Dr, Stoney Creek, Ontario, L8E 3E7",POINT (-79.724269294983 43.226347315696),9,10,10,Jeff Beattie,905-546-2701,jeff.beattie@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-10,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClrBeattie.jpg.jpeg?itok=pdfLrJ5N,31395293.41,31057.20076
176,FIRE PREVENTION & WEST DISTRICT OFFICES,55 KING WILLIAM STREET,6857,1979-01-02,2019,"55 king william street, Hamilton, Ontario",43.25720831,-79.86630919,"55 King William St, Hamilton, Ontario, L8R 1A2","55 King William St, Hamilton, Ontario, L8R 1A2",POINT (-79.866309193832 43.257208309722),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
177,FIRE STATION 01 (F),35 JOHN STREET NORTH,19726,1917-01-02,2022,"35 john street north, Hamilton, Ontario",43.25718702,-79.86624801,"35 John St N, Hamilton, Ontario, L8R 1H2","35 John St N, Hamilton, Ontario, L8R 1H2",POINT (-79.866248005939 43.257187019688),1,2,2,Cameron Kroetsch,905-546-2197,ward2@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-2,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrKroetsch2022.png.jpeg?itok=_iOW26TK,5920186.384,15531.3396
178,FIRE STATION 02,1400 UPPER WELLINGTON STREET,7503,1995-01-02,2019,"1400 upper wellington street, Hamilton, Ontario",43.21042711,-79.8796935,"1400 Upper Wellington St, Hamilton, Ontario, L9A 3S9","1400 Upper Wellington St, Hamilton, Ontario, L9A 3S9",POINT (-79.879693500642 43.21042710599),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
179,FIRE STATION 03,965 GARTH STREET ,7502,1981-01-02,2019,"965 garth street , Hamilton, Ontario",43.23068361,-79.90147882,"965 Garth St, Hamilton, Ontario, L9C 6S6","965 Garth St, Hamilton, Ontario, L9C 6S6",POINT (-79.901478821366 43.230683609485),7,8,8,John-Paul Danko,905-521-3958,ward8@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-8,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Poscard_ClDanko2022.jpg.jpeg?itok=JQOivEWx,13537637.86,16467.21489
180,FIRE STATION 04 (F),729 UPPER SHERMAN AVENUE,23219,1998-01-02,2019,"729 upper sherman avenue, Hamilton, Ontario",43.22454491,-79.84999944,"729 Upper Sherman Ave, Hamilton, Ontario, L8V 3M7","729 Upper Sherman Ave, Hamilton, Ontario, L8V 3M7",POINT (-79.849999435176 43.224544913147),6,7,7,Esther Pauls,905-546-2706,esther.pauls@hamilton.ca,https://www.hamilton.ca/city-council/council-committee/city-council-members/city-councillors/ward-7,https://www.hamilton.ca/sites/default/files/styles/post_card_xxl_1x/public/2022-11/Postcard-ClrPauls-2022.jpg.jpeg?itok=XFH04W3H,12979133.28,18061.03157
